,col1
2665,3182
2666,3186
2667,3188
2668,3192
2669,3194
2670,3197
2671,3198
2672,3200
2673,3201
2674,3204
2675,3216
2676,3219
2677,3222
2678,3223
2679,3224
2680,3226
2681,3230
2682,3238
2683,3245
2684,3246
2685,3247
2686,3249
2687,3256
2688,3264
2689,3267
2690,3271
2691,3273
2692,3276
2693,3277
2694,3282
2695,3284
2696,3288
2697,3291
2698,3293
2699,3297
2700,3299
2701,3300
2702,3303
2703,3304
2704,3305
2705,3307
2706,3312
2707,3314
2708,3316
2709,3317
2710,3318
2711,3319
2712,3321
2713,3324
2714,3332
2715,3333
2716,3337
2717,3340
2718,3343
2719,3346
2720,3355
2721,3357
2722,3358
2723,3360
2724,3362
2725,3366
2726,3369
2727,3375
2728,3378
2729,3386
2730,3387
2731,3389
2732,3390
2733,3393
2734,3395
2735,3396
2736,3399
2737,3404
2738,3409
2739,3410
2740,3411
2741,3412
2742,3414
2743,3415
2744,3419
2745,3421
2746,3427
2747,3429
2748,3435
2749,3438
2750,3442
2751,3448
2752,3450
2753,3458
2754,3460
2755,3461
2756,3466
2757,3467
2758,3471
2759,3474
2760,3479
2761,3481
2762,3482
2763,3484
2764,3485
2765,3488
2766,3489
2767,3495
2768,3496
2769,3499
2770,3501
2771,3503
2772,3508
2773,3512
2774,3513
2775,3515
2776,3516
2777,3517
2778,3519
2779,3520
2780,3521
2781,3523
2782,3528
2783,3531
2784,3534
2785,3536
2786,3542
2787,3543
2788,3546
2789,3554
2790,3559
2791,3560
2792,3563
2793,3564
2794,3566
2795,3568
2796,3572
2797,3576
2798,3580
2799,3584
2800,3587
2801,3589
2802,3600
2803,3606
2804,3612
2805,3616
2806,3619
2807,3620
2808,3623
2809,3625
2810,3631
2811,3636
2812,3639
2813,3641
2814,3643
2815,3647
2816,3649
2817,3652
2818,3653
2819,3654
2820,3656
2821,3663
2822,3671
2823,3672
2824,3673
2825,3675
2826,3678
2827,3681
2828,3683
2829,3688
2830,3690
2831,3697
2832,3703
2833,3705
2834,3706
2835,3711
2836,3716
2837,3719
2838,3721
2839,3723
2840,3726
2841,3737
2842,3741
2843,3744
2844,3746
2845,3747
2846,3750
2847,3754
2848,3759
2849,3760
2850,3762
2851,3763
2852,3765
2853,3766
2854,3768
2855,3769
2856,3773
2857,3774
2858,3776
2859,3777
2860,3779
2861,3780
2862,3781
2863,3782
2864,3783
2865,3785
2866,3787
2867,3791
2868,3798
2869,3799
2870,3802
2871,3806
2872,3811
2873,3812
2874,3818
2875,3823
2876,3824
2877,3826
2878,3830
2879,3831
2880,3835
2881,3838
2882,3841
2883,3844
2884,3845
2885,3849
2886,3858
2887,3860
2888,3861
2889,3862
2890,3872
2891,3882
2892,3886
2893,3890
2894,3891
2895,3893
2896,3896
2897,3897
2898,3902
2899,3904
2900,3908
2901,3912
2902,3913
2903,3916
2904,3926
2905,3927
2906,3929
2907,3930
2908,3937
2909,3948
2910,3949
2911,3951
2912,3954
2913,3955
2914,3958
2915,3959
2916,3960
2917,3961
2918,3963
2919,3965
2920,3966
2921,3970
2922,3974
2923,3975
2924,3976
2925,3981
2926,3985
2927,3991
2928,3998
2929,4008
2930,4011
2931,4016
2932,4017
2933,4029
2934,4038
2935,4041
2936,4047
2937,4049
2938,4052
2939,4056
2940,4060
2941,4066
2942,4070
2943,4072
2944,4074
2945,4079
2946,4081
2947,4092
2948,4093
2949,4094
2950,4100
2951,4103
2952,4104
2953,4107
2954,4108
2955,4109
2956,4110
2957,4114
2958,4124
2959,4126
2960,4140
2961,4141
2962,4145
2963,4147
2964,4148
2965,4150
2966,4156
2967,4161
2968,4165
2969,4166
2970,4167
2971,4172
2972,4175
2973,4177
2974,4178
2975,4186
2976,4188
2977,4191
2978,4202
2979,4203
2980,4204
2981,4205
2982,4208
2983,4209
2984,4212
2985,4213
2986,4215
2987,4218
2988,4219
2989,4221
2990,4223
2991,4229
2992,4232
2993,4234
2994,4237
2995,4239
2996,4243
2997,4245
2998,4248
2999,4249
3000,4252
3001,4257
3002,4266
3003,4267
3004,4276
3005,4277
3006,4280
3007,4281
3008,4288
3009,4290
3010,4291
3011,4292
3012,4301
3013,4304
3014,4306
3015,4310
3016,4319
3017,4322
3018,4326
3019,4327
3020,4336
3021,4338
3022,4343
3023,4346
3024,4347
3025,4351
3026,4354
3027,4360
3028,4361
3029,4373
3030,4380
3031,4381
3032,4389
3033,4391
3034,4392
3035,4395
3036,4398
3037,4404
3038,4405
3039,4413
3040,4414
3041,4415
3042,4422
3043,4425
3044,4430
3045,4431
3046,4433
3047,4435
3048,4442
3049,4443
3050,4446
3051,4450
3052,4456
3053,4458
3054,4465
3055,4467
3056,4477
3057,4481
3058,4483
3059,4498
3060,4505
3061,4510
3062,4514
3063,4516
3064,4523
3065,4540
3066,4542
3067,4547
3068,4555
3069,4557
3070,4559
3071,4560
3072,4563
3073,4565
3074,4567
3075,4571
3076,4574
3077,4579
3078,4580
3079,4583
3080,4589
3081,4590
3082,4593
3083,4596
3084,4606
3085,4609
3086,4618
3087,4620
3088,4625
3089,4627
3090,4637
3091,4639
3092,4644
3093,4645
3094,4647
3095,4648
3096,4649
3097,4653
3098,4654
3099,4655
3100,4657
3101,4661
3102,4662
3103,4665
3104,4671
3105,4673
3106,4675
3107,4677
3108,4688
3109,4691
3110,4693
3111,4695
3112,4697
3113,4708
3114,4710
3115,4712
3116,4713
3117,4721
3118,4725
3119,4733
3120,4734
3121,4739
3122,4741
3123,4743
3124,4747
3125,4750
3126,4756
3127,4764
3128,4765
3129,4769
3130,4770
3131,4771
3132,4774
3133,4775
3134,4781
3135,4783
3136,4794
3137,4799
3138,4803
3139,4804
3140,4806
3141,4807
3142,4812
3143,4814
3144,4821
3145,4822
3146,4823
3147,4826
3148,4841
3149,4846
3150,4848
3151,4852
3152,4853
3153,4864
3154,4866
3155,4868
3156,4872
3157,4876
3158,4877
3159,4878
3160,4880
3161,4881
3162,4884
3163,4888
3164,4889
3165,4900
3166,4901
3167,4912
3168,4914
3169,4916
3170,4919
3171,4920
3172,4924
3173,4929
3174,4937
3175,4938
3176,4940
3177,4942
3178,4946
3179,4950
3180,4952
3181,4953
3182,4957
3183,4959
3184,4960
3185,4962
3186,4965
3187,4966
3188,4970
3189,4974
3190,4976
3191,4977
3192,4978
3193,4981
3194,4983
3195,4992
3196,5002
3197,5004
3198,5008
3199,5010
3200,5015
3201,5021
3202,5024
3203,5028
3204,5029
3205,5031
3206,5033
3207,5034
3208,5035
3209,5036
3210,5039
3211,5051
3212,5052
3213,5056
3214,5057
3215,5058
3216,5059
3217,5060
3218,5063
3219,5065
3220,5073
3221,5074
3222,5076
3223,5093
3224,5094
3225,5096
3226,5108
3227,5111
3228,5112
3229,5116
3230,5120
3231,5125
3232,5129
3233,5130
3234,5135
3235,5136
3236,5137
3237,5138
3238,5142
3239,5143
3240,5157
3241,5158
3242,5161
3243,5168
3244,5171
3245,5181
3246,5182
3247,5183
3248,5186
3249,5188
3250,5192
3251,5193
3252,5213
3253,5214
3254,5218
3255,5220
3256,5221
3257,5233
3258,5236
3259,5238
3260,5240
3261,5241
3262,5243
3263,5245
3264,5246
3265,5247
3266,5249
3267,5250
3268,5251
3269,5255
3270,5257
3271,5262
3272,5267
3273,5268
3274,5273
3275,5274
3276,5276
3277,5277
3278,5285
3279,5291
3280,5294
3281,5299
3282,5300
3283,5301
3284,5304
3285,5305
3286,5306
3287,5311
3288,5313
3289,5314
3290,5321
3291,5330
3292,5334
3293,5338
3294,5339
3295,5351
3296,5353
3297,5356
3298,5357
3299,5359
3300,5370
3301,5372
3302,5376
3303,5378
3304,5379
3305,5385
3306,5386
3307,5388
3308,5389
3309,5399
3310,5403
3311,5404
3312,5409
3313,5415
3314,5416
3315,5420
3316,5421
3317,5429
3318,5433
3319,5436
3320,5439
3321,5440
3322,5444
3323,5445
3324,5446
3325,5447
3326,5449
3327,5458
3328,5459
3329,5461
3330,5463
3331,5464
3332,5466
3333,5469
3334,5471
3335,5473
3336,5477
3337,5478
3338,5479
3339,5483
3340,5488
3341,5492
3342,5495
3343,5508
3344,5509
3345,5515
3346,5517
3347,5524
3348,5530
3349,5531
3350,5534
3351,5535
3352,5536
3353,5542
3354,5544
3355,5548
3356,5550
3357,5554
3358,5556
3359,5557
3360,5558
3361,5567
3362,5570
3363,5575
3364,5577
3365,5583
3366,5587
3367,5588
3368,5589
3369,5594
3370,5597
3371,5598
3372,5599
3373,5610
3374,5612
3375,5618
3376,5621
3377,5625
3378,5626
3379,5631
3380,5635
3381,5637
3382,5640
3383,5644
3384,5647
3385,5649
3386,5655
3387,5660
3388,5664
3389,5665
3390,5669
3391,5670
3392,5672
3393,5677
3394,5679
3395,5687
3396,5690
3397,5696
3398,5698
3399,5701
3400,5704
3401,5707
3402,5717
3403,5718
3404,5724
3405,5726
3406,5728
3407,5729
3408,5736
3409,5737
3410,5749
3411,5752
3412,5753
3413,5758
3414,5762
3415,5764
3416,5767
3417,5771
3418,5773
3419,5774
3420,5780
3421,5782
3422,5783
3423,5786
3424,5789
3425,5791
3426,5796
3427,5802
3428,5807
3429,5818
3430,5825
3431,5828
3432,5833
3433,5834
3434,5835
3435,5837
3436,5838
3437,5839
3438,5844
3439,5847
3440,5853
3441,5860
3442,5865
3443,5866
3444,5869
3445,5872
3446,5874
3447,5875
3448,5877
3449,5879
3450,5888
3451,5891
3452,5892
3453,5893
3454,5902
3455,5905
3456,5907
3457,5917
3458,5923
3459,5925
3460,5930
3461,5933
3462,5937
3463,5938
3464,5941
3465,5950
3466,5952
3467,5953
3468,5956
3469,5959
3470,5962
3471,5963
3472,5965
3473,5969
3474,5970
3475,5971
3476,5972
3477,5973
3478,5980
3479,5988
3480,5992
3481,5997
3482,6001
3483,6003
3484,6004
3485,6015
3486,6018
3487,6019
3488,6027
3489,6028
3490,6031
3491,6033
3492,6040
3493,6042
3494,6045
3495,6046
3496,6047
3497,6049
3498,6050
3499,6052
3500,6060
3501,6061
3502,6066
3503,6073
3504,6075
3505,6076
3506,6080
3507,6082
3508,6084
3509,6085
3510,6086
3511,6090
3512,6095
3513,6097
3514,6101
3515,6106
3516,6110
3517,6115
3518,6116
3519,6117
3520,6120
3521,6121
3522,6123
3523,6137
3524,6138
3525,6140
3526,6141
3527,6142
3528,6147
3529,6148
3530,6150
3531,6152
3532,6154
3533,6156
3534,6157
3535,6159
3536,6168
3537,6170
3538,6171
3539,6174
3540,6175
3541,6178
3542,6179
3543,6180
3544,6182
3545,6188
3546,6189
3547,6190
3548,6194
3549,6203
3550,6204
3551,6206
3552,6211
3553,6216
3554,6217
3555,6219
3556,6222
3557,6223
3558,6226
3559,6227
3560,6228
3561,6229
3562,6232
3563,6234
3564,6237
3565,6239
3566,6241
3567,6254
3568,6255
3569,6257
3570,6259
3571,6267
3572,6268
3573,6271
3574,6272
3575,6276
3576,6279
3577,6289
3578,6291
3579,6295
3580,6301
3581,6302
3582,6304
3583,6307
3584,6309
3585,6311
3586,6317
3587,6320
3588,6321
3589,6324
3590,6325
3591,6328
3592,6329
3593,6330
3594,6331
3595,6332
3596,6334
3597,6336
3598,6346
3599,6350
3600,6359
3601,6361
3602,6363
3603,6365
3604,6367
3605,6370
3606,6372
3607,6375
3608,6376
3609,6378
3610,6380
3611,6390
3612,6396
3613,6397
3614,6398
3615,6399
3616,6400
3617,6403
3618,6407
3619,6408
3620,6409
3621,6410
3622,6411
3623,6415
3624,6418
3625,6427
3626,6428
3627,6429
3628,6431
3629,6433
3630,6440
3631,6441
3632,6444
3633,6451
3634,6452
3635,6459
3636,6460
3637,6465
3638,6467
3639,6472
3640,6473
3641,6474
3642,6475
3643,6476
3644,6477
3645,6479
3646,6482
3647,6483
3648,6487
3649,6493
3650,6494
3651,6498
3652,6499
3653,6500
3654,6501
3655,6503
3656,6504
3657,6507
3658,6519
3659,6523
3660,6527
3661,6534
3662,6536
3663,6540
3664,6544
3665,6545
3666,6546
3667,6547
3668,6551
3669,6552
3670,6555
3671,6557
3672,6559
3673,6561
3674,6563
3675,6570
3676,6573
3677,6577
3678,6584
3679,6587
3680,6588
3681,6593
3682,6595
3683,6596
3684,6601
3685,6607
3686,6608
3687,6611
3688,6615
3689,6622
3690,6623
3691,6629
3692,6630
3693,6635
3694,6640
3695,6646
3696,6652
3697,6655
3698,6659
3699,6662
3700,6667
3701,6672
3702,6676
3703,6678
3704,6679
3705,6680
3706,6682
3707,6684
3708,6687
3709,6689
3710,6691
3711,6694
3712,6697
3713,6700
3714,6701
3715,6704
3716,6708
3717,6714
3718,6720
3719,6725
3720,6727
3721,6730
3722,6735
3723,6736
3724,6740
3725,6748
3726,6756
3727,6758
3728,6759
3729,6767
3730,6776
3731,6778
3732,6782
3733,6783
3734,6785
3735,6788
3736,6790
3737,6794
3738,6796
3739,6799
3740,6801
3741,6810
3742,6812
3743,6816
3744,6820
3745,6824
3746,6829
3747,6833
3748,6834
3749,6839
3750,6841
3751,6842
3752,6843
3753,6845
3754,6846
3755,6853
3756,6859
3757,6861
3758,6862
3759,6867
3760,6870
3761,6875
3762,6876
3763,6885
3764,6894
3765,6901
3766,6902
3767,6904
3768,6906
3769,6908
3770,6909
3771,6911
3772,6915
3773,6918
3774,6924
3775,6925
3776,6926
3777,6930
3778,6932
3779,6933
3780,6935
3781,6938
3782,6941
3783,6944
3784,6948
3785,6954
3786,6957
3787,6967
3788,6968
3789,6972
3790,6973
3791,6985
3792,6989
3793,6990
3794,7006
3795,7007
3796,7008
3797,7010
3798,7011
3799,7014
3800,7022
3801,7023
3802,7030
3803,7033
3804,7042
3805,7047
3806,7048
3807,7051
3808,7053
3809,7055
3810,7057
3811,7062
3812,7066
3813,7070
3814,7072
3815,7073
3816,7074
3817,7077
3818,7079
3819,7081
3820,7084
3821,7086
3822,7087
3823,7089
3824,7091
3825,7094
3826,7095
3827,7099
3828,7100
3829,7103
3830,7104
3831,7110
3832,7112
3833,7122
3834,7123
3835,7131
3836,7132
3837,7143
3838,7148
3839,7150
3840,7153
3841,7156
3842,7158
3843,7160
3844,7170
3845,7174
3846,7181
3847,7185
3848,7186
3849,7192
3850,7193
3851,7198
3852,7204
3853,7205
3854,7206
3855,7208
3856,7212
3857,7213
3858,7214
3859,7216
3860,7225
3861,7226
3862,7233
3863,7239
3864,7242
3865,7245
3866,7248
3867,7249
3868,7250
3869,7253
3870,7255
3871,7256
3872,7257
3873,7260
3874,7265
3875,7270
3876,7274
3877,7278
3878,7279
3879,7283
3880,7284
3881,7289
3882,7295
3883,7304
3884,7311
3885,7312
3886,7313
3887,7321
3888,7322
3889,7324
3890,7327
3891,7330
3892,7336
3893,7338
3894,7343
3895,7350
3896,7357
3897,7358
3898,7360
3899,7362
3900,7367
3901,7369
3902,7373
3903,7376
3904,7383
3905,7384
3906,7387
3907,7388
3908,7390
3909,7396
3910,7400
3911,7401
3912,7406
3913,7408
3914,7411
3915,7419
3916,7424
3917,7425
3918,7427
3919,7429
3920,7431
3921,7432
3922,7433
3923,7441
3924,7445
3925,7448
3926,7450
3927,7451
3928,7453
3929,7454
3930,7456
3931,7458
3932,7459
3933,7463
3934,7467
3935,7472
3936,7475
3937,7481
3938,7492
3939,7494
3940,7495
3941,7500
3942,7507
3943,7511
3944,7512
3945,7516
3946,7521
3947,7525
3948,7529
3949,7530
3950,7532
3951,7533
3952,7534
3953,7538
3954,7545
3955,7548
3956,7550
3957,7553
3958,7557
3959,7558
3960,7559
3961,7565
3962,7567
3963,7574
3964,7577
3965,7579
3966,7580
3967,7583
3968,7585
3969,7588
3970,7593
3971,7598
3972,7600
3973,7604
3974,7615
3975,7620
3976,7623
3977,7625
3978,7628
3979,7631
3980,7633
3981,7637
3982,7645
3983,7657
3984,7665
3985,7668
3986,7672
3987,7673
3988,7677
3989,7682
3990,7688
3991,7693
3992,7694
3993,7705
3994,7708
3995,7709
3996,7713
3997,7715
3998,7717
3999,7720
4000,7724
4001,7725
4002,7729
4003,7734
4004,7736
4005,7741
4006,7746
4007,7747
4008,7749
4009,7753
4010,7760
4011,7761
4012,7766
4013,7769
4014,7770
4015,7772
4016,7779
4017,7780
4018,7782
4019,7795
4020,7799
4021,7804
4022,7816
4023,7818
4024,7824
4025,7828
4026,7829
4027,7830
4028,7833
4029,7835
4030,7837
4031,7843
4032,7845
4033,7852
4034,7853
4035,7854
4036,7859
4037,7860
4038,7863
4039,7865
4040,7867
4041,7870
4042,7875
4043,7880
4044,7883
4045,7885
4046,7886
4047,7887
4048,7892
4049,7893
4050,7895
4051,7898
4052,7902
4053,7904
4054,7910
4055,7914
4056,7916
4057,7922
4058,7923
4059,7924
4060,7925
4061,7929
4062,7930
4063,7934
4064,7943
4065,7944
4066,7947
4067,7957
4068,7968
4069,7970
4070,7975
4071,7978
4072,7980
4073,7983
4074,7989
4075,7996
4076,7998
4077,8000
4078,8004
4079,8005
4080,8007
4081,8009
4082,8010
4083,8021
4084,8024
4085,8026
4086,8027
4087,8035
4088,8038
4089,8039
4090,8040
4091,8041
4092,8046
4093,8047
4094,8050
4095,8051
4096,8053
4097,8055
4098,8058
4099,8062
4100,8066
4101,8067
4102,8069
4103,8071
4104,8074
4105,8088
4106,8102
4107,8103
4108,8105
4109,8108
4110,8113
4111,8114
4112,8115
4113,8117
4114,8118
4115,8119
4116,8123
4117,8124
4118,8127
4119,8128
4120,8131
4121,8134
4122,8138
4123,8140
4124,8141
4125,8145
4126,8148
4127,8151
4128,8152
4129,8160
4130,8161
4131,8162
4132,8163
4133,8169
4134,8170
4135,8177
4136,8181
4137,8183
4138,8184
4139,8188
4140,8190
4141,8193
4142,8199
4143,8201
4144,8203
4145,8212
4146,8213
4147,8214
4148,8219
4149,8222
4150,8225
4151,8226
4152,8230
4153,8232
4154,8239
4155,8240
4156,8244
4157,8246
4158,8247
4159,8249
4160,8252
4161,8256
4162,8258
4163,8263
4164,8265
4165,8272
4166,8275
4167,8280
4168,8282
4169,8294
4170,8298
4171,8302
4172,8304
4173,8306
4174,8310
4175,8311
4176,8312
4177,8313
4178,8314
4179,8315
4180,8316
4181,8317
4182,8319
4183,8320
4184,8322
4185,8329
4186,8331
4187,8334
4188,8335
4189,8336
4190,8337
4191,8341
4192,8342
4193,8344
4194,8345
4195,8346
4196,8348
4197,8354
4198,8357
4199,8359
4200,8360
4201,8361
4202,8364
4203,8369
4204,8375
4205,8377
4206,8388
4207,8390
4208,8400
4209,8403
4210,8404
4211,8407
4212,8414
4213,8416
4214,8423
4215,8424
4216,8425
4217,8427
4218,8428
4219,8432
4220,8435
4221,8436
4222,8438
4223,8442
4224,8444
4225,8447
4226,8448
4227,8451
4228,8452
4229,8454
4230,8455
4231,8458
4232,8459
4233,8461
4234,8462
4235,8463
4236,8464
4237,8467
4238,8470
4239,8476
4240,8480
4241,8481
4242,8484
4243,8485
4244,8486
4245,8491
4246,8492
4247,8493
4248,8496
4249,8504
4250,8505
4251,8506
4252,8508
4253,8511
4254,8517
4255,8522
4256,8523
4257,8524
4258,8532
4259,8533
4260,8534
4261,8539
4262,8541
4263,8542
4264,8544
4265,8551
4266,8561
4267,8562
4268,8568
4269,8570
4270,8572
4271,8579
4272,8581
4273,8583
4274,8586
4275,8590
4276,8593
4277,8594
4278,8596
4279,8603
4280,8610
4281,8611
4282,8612
4283,8614
4284,8618
4285,8619
4286,8623
4287,8626
4288,8628
4289,8629
4290,8639
4291,8644
4292,8646
4293,8648
4294,8651
4295,8654
4296,8659
4297,8663
4298,8664
4299,8671
4300,8672
4301,8683
4302,8690
4303,8691
4304,8694
4305,8699
4306,8700
4307,8707
4308,8711
4309,8713
4310,8718
4311,8719
4312,8720
4313,8723
4314,8724
4315,8726
4316,8728
4317,8731
4318,8732
4319,8733
4320,8734
4321,8745
4322,8748
4323,8756
4324,8761
4325,8763
4326,8773
4327,8776
4328,8780
4329,8781
4330,8793
4331,8803
4332,8806
4333,8807
4334,8810
4335,8811
4336,8815
4337,8825
4338,8827
4339,8828
4340,8839
4341,8841
4342,8844
4343,8847
4344,8849
4345,8850
4346,8853
4347,8854
4348,8856
4349,8862
4350,8864
4351,8870
4352,8873
4353,8875
4354,8876
4355,8878
4356,8883
4357,8884
4358,8886
4359,8894
4360,8896
4361,8901
4362,8906
4363,8910
4364,8914
4365,8922
4366,8923
4367,8927
4368,8932
4369,8936
4370,8938
4371,8940
4372,8943
4373,8946
4374,8947
4375,8951
4376,8953
4377,8959
4378,8961
4379,8966
4380,8969
4381,8980
4382,8981
4383,8982
4384,8983
4385,8988
4386,8990
4387,8991
4388,8992
4389,8994
4390,8998
4391,9001
4392,9005
4393,9008
4394,9010
4395,9011
4396,9025
4397,9035
4398,9036
4399,9041
4400,9043
4401,9045
4402,9046
4403,9047
4404,9052
4405,9053
4406,9054
4407,9059
4408,9061
4409,9063
4410,9065
4411,9069
4412,9076
4413,9085
4414,9086
4415,9090
4416,9094
4417,9095
4418,9102
4419,9103
4420,9105
4421,9106
4422,9109
4423,9113
4424,9118
4425,9128
4426,9129
4427,9131
4428,9132
4429,9137
4430,9139
4431,9147
4432,9149
4433,9150
4434,9154
4435,9155
4436,9157
4437,9158
4438,9160
4439,9167
4440,9168
4441,9169
4442,9170
4443,9173
4444,9180
4445,9186
4446,9189
4447,9191
4448,9193
4449,9194
4450,9195
4451,9197
4452,9198
4453,9199
4454,9205
4455,9210
4456,9211
4457,9214
4458,9220
4459,9221
4460,9223
4461,9227
4462,9228
4463,9229
4464,9230
4465,9232
4466,9233
4467,9235
4468,9239
4469,9243
4470,9244
4471,9246
4472,9247
4473,9250
4474,9251
4475,9254
4476,9258
4477,9266
4478,9270
4479,9271
4480,9273
4481,9285
4482,9286
4483,9291
4484,9293
4485,9298
4486,9299
4487,9300
4488,9302
4489,9311
4490,9320
4491,9324
4492,9325
4493,9326
4494,9327
4495,9330
4496,9333
4497,9336
4498,9338
4499,9344
4500,9350
4501,9353
4502,9355
4503,9361
4504,9368
4505,9371
4506,9372
4507,9376
4508,9378
4509,9381
4510,9382
4511,9383
4512,9395
4513,9396
4514,9398
4515,9404
4516,9418
4517,9420
4518,9421
4519,9422
4520,9424
4521,9425
4522,9431
4523,9433
4524,9438
4525,9441
4526,9445
4527,9447
4528,9448
4529,9449
4530,9462
4531,9465
4532,9467
4533,9469
4534,9470
4535,9477
4536,9484
4537,9486
4538,9491
4539,9492
4540,9495
4541,9499
4542,9502
4543,9503
4544,9505
4545,9509
4546,9510
4547,9513
4548,9515
4549,9516
4550,9520
4551,9524
4552,9540
4553,9546
4554,9553
4555,9554
4556,9556
4557,9560
4558,9573
4559,9575
4560,9577
4561,9579
4562,9580
4563,9589
4564,9594
4565,9595
4566,9597
4567,9604
4568,9606
4569,9613
4570,9615
4571,9616
4572,9622
4573,9625
4574,9628
4575,9629
4576,9631
4577,9633
4578,9640
4579,9647
4580,9649
4581,9652
4582,9658
4583,9663
4584,9665
4585,9666
4586,9667
4587,9668
4588,9674
4589,9676
4590,9679
4591,9684
4592,9686
4593,9689
4594,9703
4595,9705
4596,9706
4597,9707
4598,9715
4599,9717
4600,9719
4601,9721
4602,9725
4603,9727
4604,9729
4605,9730
4606,9735
4607,9742
4608,9745
4609,9750
4610,9751
4611,9753
4612,9755
4613,9757
4614,9758
4615,9764
4616,9765
4617,9768
4618,9771
4619,9775
4620,9777
4621,9779
4622,9781
4623,9783
4624,9784
4625,9790
4626,9792
4627,9794
4628,9799
4629,9801
4630,9806
4631,9820
4632,9824
4633,9829
4634,9839
4635,9842
4636,9843
4637,9848
4638,9861
4639,9868
4640,9871
4641,9875
4642,9877
4643,9882
4644,9883
4645,9884
4646,9894
4647,9895
4648,9911
4649,9915
4650,9923
4651,9924
4652,9925
4653,9926
4654,9929
4655,9930
4656,9933
4657,9935
4658,9937
4659,9941
4660,9944
4661,9945
4662,9948
4663,9952
4664,9954
4665,9955
4666,9959
4667,9961
4668,9962
4669,9965
4670,9980
4671,9986
4672,9989
4673,9990
4674,9992
4675,9997
4676,9998
4677,10000
4678,10002
4679,10003
4680,10008
4681,10011
4682,10017
4683,10023
4684,10025
4685,10030
4686,10040
4687,10043
4688,10051
4689,10054
4690,10056
4691,10075
4692,10077
4693,10081
4694,10087
4695,10088
4696,10102
4697,10104
4698,10105
4699,10107
4700,10108
4701,10113
4702,10118
4703,10126
4704,10130
4705,10136
4706,10137
4707,10140
4708,10144
4709,10146
4710,10149
4711,10156
4712,10159
4713,10162
4714,10165
4715,10166
4716,10172
4717,10174
4718,10175
4719,10177
4720,10178
4721,10180
4722,10184
4723,10192
4724,10195
4725,10198
4726,10199
4727,10203
4728,10211
4729,10212
4730,10214
4731,10218
4732,10223
4733,10227
4734,10228
4735,10230
4736,10237
4737,10239
4738,10244
4739,10249
4740,10250
4741,10256
4742,10260
4743,10264
4744,10266
4745,10269
4746,10270
4747,10271
4748,10272
4749,10273
4750,10274
4751,10279
4752,10280
4753,10285
4754,10291
4755,10294
4756,10299
4757,10302
4758,10303
4759,10307
4760,10311
4761,10313
4762,10321
4763,10324
4764,10326
4765,10336
4766,10339
4767,10341
4768,10350
4769,10351
4770,10352
4771,10353
4772,10362
4773,10363
4774,10373
4775,10378
4776,10380
4777,10383
4778,10388
4779,10391
4780,10392
4781,10395
4782,10396
4783,10404
4784,10405
4785,10410
4786,10428
4787,10430
4788,10432
4789,10437
4790,10438
4791,10442
4792,10445
4793,10448
4794,10449
4795,10455
4796,10465
4797,10466
4798,10470
4799,10471
4800,10472
4801,10474
4802,10476
4803,10481
4804,10483
4805,10490
4806,10494
4807,10508
4808,10510
4809,10512
4810,10515
4811,10525
4812,10526
4813,10527
4814,10529
4815,10547
4816,10548
4817,10549
4818,10553
4819,10554
4820,10570
4821,10574
4822,10584
4823,10585
4824,10590
4825,10591
4826,10603
4827,10608
4828,10609
4829,10610
4830,10613
4831,10615
4832,10620
4833,10623
4834,10624
4835,10626
4836,10629
4837,10642
4838,10644
4839,10648
4840,10651
4841,10653
4842,10655
4843,10661
4844,10662
4845,10669
4846,10670
4847,10673
4848,10675
4849,10676
4850,10677
4851,10684
4852,10685
4853,10686
4854,10690
4855,10694
4856,10698
4857,10712
4858,10715
4859,10721
4860,10734
4861,10735
4862,10736
4863,10740
4864,10743
4865,10744
4866,10749
4867,10751
4868,10752
4869,10754
4870,10755
4871,10758
4872,10760
4873,10762
4874,10763
4875,10766
4876,10770
4877,10772
4878,10783
4879,10784
4880,10790
4881,10793
4882,10799
4883,10804
4884,10805
4885,10810
4886,10811
4887,10815
4888,10819
4889,10820
4890,10822
4891,10823
4892,10825
4893,10830
4894,10831
4895,10832
4896,10838
4897,10840
4898,10841
4899,10846
4900,10855
4901,10858
4902,10859
4903,10862
4904,10864
4905,10866
4906,10868
4907,10869
4908,10874
4909,10876
4910,10879
4911,10882
4912,10883
4913,10885
4914,10889
4915,10890
4916,10891
4917,10898
4918,10899
4919,10904
4920,10906
4921,10909
4922,10916
4923,10925
4924,10928
4925,10931
4926,10932
4927,10933
4928,10934
4929,10937
4930,10942
4931,10946
4932,10952
4933,10954
4934,10956
4935,10957
4936,10958
4937,10959
4938,10961
4939,10962
4940,10963
4941,10968
4942,10972
4943,10974
4944,10984
4945,10986
4946,10988
4947,10990
4948,10992
4949,10996
4950,10998
4951,10999
4952,11000
4953,11002
4954,11003
4955,11005
4956,11008
4957,11009
4958,11010
4959,11011
4960,11014
4961,11017
4962,11018
4963,11019
4964,11020
4965,11021
4966,11024
4967,11027
4968,11030
4969,11037
4970,11039
4971,11043
4972,11044
4973,11049
4974,11053
4975,11058
4976,11065
4977,11067
4978,11068
4979,11074
4980,11075
4981,11077
4982,11081
4983,11085
4984,11090
4985,11092
4986,11096
4987,11097
4988,11099
4989,11102
4990,11104
4991,11119
4992,11121
4993,11129
4994,11133
4995,11137
4996,11143
